name,year,pre_archetype,proj_role,p_establish,p_stick8,exp_wa,exp_wa_std,comp_n,outcomes,tier_counts,pwa_p10,pwa_p25,pwa_p50,pwa_p75,pwa_p90
Jared Dillinger,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Jon Hogga,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Brian Curtis,2008.0,Spacing Guard,,,,,,0.0,,,,,,,
Vincent James,2008.0,Defensive Wing,,,,,,0.0,,,,,,,
Derrick Simmons,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Adam Tanner,2008.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Tyler Bullock,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Grant Carter,2008.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
C.J. Giles,2008.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Chris Vann,2008.0,Spacing Guard,,,,,,0.0,,,,,,,
Jason Loughry,2008.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Joseph Iupe,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Rob Sikes,2008.0,Non-Specialized Wing,,,,,,0.0,,,,,,,
Alonzo Young,2008.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Mark D'Agostino,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Milos Klimovic,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
B-Jay Walker,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Quentin Turner,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Kyle Cook,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Kevin Hickman,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Stephen Kendall,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Eddie Brown,2008.0,Non-Specialized Wing,,,,,,0.0,,,,,,,
Greg Stiemsma,2008.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Ben Leasure,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Thiago Cordeiro,2008.0,Slashing Wing,,,,,,0.0,,,,,,,
Chad Henry,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Billy Begley,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Dwight McCombs,2008.0,Slashing Wing,,,,,,0.0,,,,,,,
Bryant Craig,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Theo Livingston,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Shawn Tobey,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Malik Feracho,2008.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Kamyron Brown,2008.0,Defensive Guard,,,,,,0.0,,,,,,,
Marcus Wynne,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Shane Lawal,2008.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Etoile Imama,2008.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Rahshon Clark,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Caleb Holmes,2008.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Nikola Bodic,2008.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Kyle Rawson,2009.0,Floor General,,,,,,0.0,,,,,,,
Larry Stone,2009.0,Spacing Guard,,,,,,0.0,,,,,,,
Aaron Morris,2009.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Lewis Leonard,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
James McRae,2010.0,Floor General,,,,,,0.0,,,,,,,
Rico Pickett,2010.0,Initiator Wing,Non-Specialized Wing,0.64,0.112,1.9,6.4,63.7,Did Not Stick:0.360:0|Non-Specialized Wing:0.214:-1|Scoring Wing:0.096:6|Stretch Big:0.091:6,Superstar:0.00|All-Star:0.76|Starter:1.99|Role Player:10.12|Replacement:24.84|Negative:17.16,-2.98,-0.44,0.0,1.76,8.3
Yaw Mensa,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Yamene Coleman,2010.0,Defensive Wing,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Dwight Gentry II,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Everson Lacerda,2010.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Kyle Fowler,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Tyler Young,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Alex Sullivan,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Carl Johnson,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Ryan Peters,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Jamel McGuire,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Frank Granados,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Just-in'Love Smith,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Ethan Peabody,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Rory Burt,2010.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Warren Fuselier,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Brendan Sullivan,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Anthony Sally,2010.0,Defensive Guard,,,,,,0.0,,,,,,,
Anthony Humpty Hitchens,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Mirza Medinic,2010.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Nehemiah Crowder,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Garrett Brown,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Alex Roberts,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Denzel Yard,2010.0,Spacing Guard,,,,,,0.0,,,,,,,
Patrick Liengueu,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Corey Wright Jr.,2010.0,Defensive Guard,,,,,,0.0,,,,,,,
Edward Hayden,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Malcolm Washington,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Nick Neari,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Tommy Eggleston,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Colby Carr,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Chris Brickley,2010.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Bryson Hampton,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Andy Poling,2010.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Nick Pontes,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Chad Dewitt,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Joshua Worthy,2010.0,Defensive Wing,,,,,,0.0,,,,,,,
Ishmael Smith,2010.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Jazmonn Major,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Alex Dorr,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Zadrian Gibson,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Antwone Snead,2010.0,Defensive Wing,,,,,,0.0,,,,,,,
Robert Nelson,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Kyle Kesses,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Christian Morris,2010.0,Scoring Wing,Stretch Big,0.534,0.128,2.1,6.1,47.5,Did Not Stick:0.466:0|Stretch Big:0.283:6|Non-Specialized Big:0.148:-0|Passing Hub:0.082:0,Superstar:0.00|All-Star:0.59|Starter:1.75|Role Player:7.14|Replacement:26.41|Negative:8.46,-1.48,0.0,0.0,0.76,10.46
Aaron Jacques,2010.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Isaac Nixon,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Cody Lay,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
DeAngelo Riley,2010.0,Defensive Wing,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Curtis Eatmon,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Eric McCrary,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Zach Faircloth,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Peter Harris,2010.0,Spacing Guard,,,,,,0.0,,,,,,,
Josef Brown,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Orren Tims,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Nick Checovich,2010.0,Floor General,,,,,,0.0,,,,,,,
Sam Pearson,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
KaJuan Watson,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Chris Beattie,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Nemanja Milosevic,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Taylor Jacobsen,2010.0,Defensive Wing,,,,,,0.0,,,,,,,
Zack Zeglinski,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Billy Robinson Jr.,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Brennen Melvin,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Lamar Lee,2010.0,Spacing Guard,,,,,,0.0,,,,,,,
Caleb Long,2010.0,Spacing Guard,,,,,,0.0,,,,,,,
Terdarin Bryson,2010.0,Defensive Wing,,,,,,0.0,,,,,,,
Cortez Irby,2010.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Steve Jones,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Doug Scott,2010.0,Defensive Wing,,,,,,0.0,,,,,,,
Jesse LoBue,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Adam Walker,2010.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Aubrey Coleman,2010.0,Initiator Wing,Non-Specialized Wing,0.64,0.112,1.9,6.4,63.7,Did Not Stick:0.360:0|Non-Specialized Wing:0.214:-1|Scoring Wing:0.096:6|Stretch Big:0.091:6,Superstar:0.00|All-Star:0.76|Starter:1.99|Role Player:10.12|Replacement:24.84|Negative:17.16,-2.98,-0.44,0.0,1.76,8.3
Nick Okorie,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Corbin Ray,2010.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Darko Cohadarevic,2010.0,Non-Specialized Wing,,,,,,0.0,,,,,,,
Erik Marschall,2010.0,Defensive Wing,,,,,,0.0,,,,,,,
Sirlester Martin,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Chris Buchanan,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Petras Balocka,2010.0,Slashing Wing,,,,,,0.0,,,,,,,
Jameson Tipping,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Junior Ajayi,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Tommy Mason-Griffin,2010.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Ricky Krainiak,2010.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Jeremy Felton,2010.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Phillip Duckett,2010.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Kenneth Cooper,2010.0,Non-Specialized Big,,,,,,0.0,,,,,,,
